Gejala,Penyakit,Label
"diare, nyeri tengah perut atau ulu hati yang hilang timbul, nyeri meningkat atau semakin parah saat berjalan, demam, mual muntah, nyeri perut kanan bawah, sulit kentut, sembelit",Usus Buntu,1
"gejala hilang timbul, sembelit, feses berlendir, sulit menahan buang air besar, tekstur feses atau tinja tidak menentu, perut kembung, diare, kentut berlebihan",Irritable Bowel Syndrome (IBS),12
"mudah lelah, feses atau tinja berwarna hijau, keringat berlebih atau banyak berkeringat, sembelit, lemas",Tipes,2
"feses berdarah atau berlendir, berat badan turun drastis, mudah lelah, anus berdarah",Inflammatory Bowel Disease (IBD),3
"nyeri di bawah tulang dada, mual muntah, nyeri perut kanan atas, urine gelap, tinja pucat",Batu Empedu,4
"batuk kering, hilang selera makan, lemas, feses atau tinja berwarna hijau, dehidrasi",Tipes,2
"feses atau tinja keras, sulit buang air besar, feses atau tinja kering, nyeri perut, perut terasa sesak dan penuh",Konstipasi,6
"sering kentut, feses berair, perut kembung, nyeri perut",Irritable Bowel Syndrome (IBS),12
"feses berlendir, diare, kentut berlebihan, tekstur feses atau tinja tidak menentu, sembelit, nyeri perut",Irritable Bowel Syndrome (IBS),12
"feses berdarah, anus nyeri, nyeri saat mengejan, anus gatal",Ambeien,5
"anus gatal, feses berdarah, anus nyeri",Ambeien,5
"feses berdarah, BAB berkali-kali, pusing, tinja encer, sering buang air besar, jarang kencing, perut kembung, lemas",Diare,13
"gejala hilang timbul selama beberapa minggu, gejala makin parah saat perut kosong atau belum makan, gejala maag yang hilang timbul selama beberapa hari, muntah darah",Tukak lambung,7
"mual muntah, diare, demam, sembelit, meriang, nyeri meningkat atau semakin parah saat berjalan",Usus Buntu,1
"BAB berkali-kali, perut kembung, tinja encer, feses keluar terus-menerus, sering buang air besar",Diare,13
"demam, berat badan turun drastis, diare disertai darah",Inflammatory Bowel Disease (IBD),3
"sering bersendawa atau sendawa, perut kembung, sering kentut, nyeri di perut bagian atas, perut terasa penuh ketika makan, mual muntah",Maag,9
"menggigil, diare, feses atau tinja berwarna hijau",Tipes,2
"perut kembung, BAB lebih dari 3 kali dalam sehari, dehidrasi",Diare,13
"kram perut, demam, diare berdarah, diare berair atau lendir",Disentri,0
"kram perut, sering kentut, feses berlendir, tekstur feses atau tinja tidak menentu, sembelit",Irritable Bowel Syndrome (IBS),12
"kram perut, diare berair atau lendir, mual muntah, demam",Disentri,0
"sering kentut, mual muntah, perut kembung, nyeri ulu hati, nyeri di perut bagian atas",Maag,9
"pusing, mual muntah, lidah putih, batuk, sakit kepala, gejala terasa memburuk ketika berbaring atau membungkuk",GERD,11
"demam, diare berdarah, diare berair atau lendir, kram perut",Disentri,0
"perut kembung, nyeri dada, mulut terasa asam atau pahit",GERD,11
"gejala memburuk saat makan,  tidak nafsu makan, gejala hilang timbul selama beberapa minggu, mual muntah, nyeri ulu hati, gejala maag yang hilang timbul selama beberapa hari, muntah darah, gejala makin parah saat perut kosong atau belum makan",Tukak lambung,7
"perut terasa penuh ketika makan, perut kembung, sering bersendawa atau sendawa, nyeri di perut bagian atas, nyeri ulu hati, mual muntah",Maag,9
"perut terasa begah setelah makan, perut kembung, sering bersendawa atau sendawa",Maag,9
"feses atau tinja keras, sulit buang air besar, feses atau tinja kering, nyeri perut, perut terasa sesak dan penuh, jarang buang air besar",Konstipasi,6
"pusing, mual muntah, nyeri dada, sakit tenggorokan, rasa panas pada tenggorokan, perut terasa begah",GERD,11
"BAB berkali-kali, jarang kencing, lemas, feses cair, pusing, BAB lebih dari 3 kali dalam sehari",Diare,13
"batuk, berasa angin di dada, nyeri dada",GERD,11
"diare berdarah, diare berair atau lendir, kram perut, mual muntah",Disentri,0
"feses berlendir, nyeri perut, diare, gejala hilang timbul",Irritable Bowel Syndrome (IBS),12
"anus nyeri, anus gatal, benjolan atau bengkak di sekitar atau dekat anus, feses berdarah",Ambeien,5
"gejala makin parah saat perut kosong atau belum makan, nyeri ulu hati, gejala hilang timbul selama beberapa minggu, gejala maag yang hilang timbul selama beberapa hari, lemas, sensasi dada terbakar",Tukak lambung,7
"diare berair atau lendir, demam, mual muntah, diare berdarah",Disentri,0
"urine gelap, penyakit kuning, nyeri perut kanan atas, tinja pucat, kulit gatal, nyeri di bawah tulang dada, nafsu makan turun",Batu Empedu,4
"sulit menahan buang air besar, tinja encer, sering buang air besar, BAB berkali-kali, perut kembung, dehidrasi, pusing, BAB lebih dari 3 kali dalam sehari",Diare,13
"nyeri di perut bagian atas, mual muntah, sering bersendawa atau sendawa, nyeri ulu hati, perut kembung, perut terasa begah setelah makan, sering kentut",Maag,9
"sulit menahan buang air besar, tekstur feses atau tinja tidak menentu, gejala hilang timbul, diare, sering kentut, sakit perut setelah buang air besar, sembelit",Irritable Bowel Syndrome (IBS),12
"feses atau tinja kering, perut terasa sesak dan penuh, jarang buang air besar",Konstipasi,6
"anus gatal, anus nyeri, feses berdarah",Ambeien,5
"sesak napas, gejala hilang timbul selama beberapa minggu, lemas",Tukak lambung,7
"mual muntah, demam, mudah lelah, mata kuning, nyeri sendi, nyeri perut",Hepatitis,8
"lemas, sensasi dada terbakar,  tidak nafsu makan, perut kembung",Tukak lambung,7
"anus gatal, anus nyeri, feses berdarah, nyeri saat mengejan",Ambeien,5
"mual muntah, nyeri perut kanan bawah, sulit sendawa atau bersendawa, diare, nyeri meningkat atau semakin parah saat berjalan",Usus Buntu,1
"tekstur feses atau tinja tidak menentu, feses berlendir, nyeri perut, diare, perut kembung",Irritable Bowel Syndrome (IBS),12
"muntah darah, gejala maag yang hilang timbul selama beberapa hari, gejala memburuk saat makan,  tidak nafsu makan, sesak napas, nyeri ulu hati",Tukak lambung,7
"berasa angin di dada, pusing, jantung berdebar, nyeri dada",GERD,11
"feses berdarah, anus nyeri, anus gatal, nyeri saat mengejan",Ambeien,5
"tekstur feses atau tinja tidak menentu, sulit menahan buang air besar, gejala hilang timbul, sakit perut setelah buang air besar, sembelit, feses berlendir, feses berair, kentut berlebihan",Irritable Bowel Syndrome (IBS),12
"demam, anus berdarah, nyeri perut",Inflammatory Bowel Disease (IBD),3
"mata kuning, mual muntah, nafsu makan turun, nyeri di tengah perut, nyeri di bawah tulang dada, kulit gatal",Batu Empedu,4
"kram perut, nyeri perut, sering kentut, feses berlendir, perut kembung, gejala hilang timbul, feses berair, sembelit",Irritable Bowel Syndrome (IBS),12
"nyeri di bawah tulang dada, urine gelap, demam, mual muntah",Batu Empedu,4
"feses atau tinja keras, jarang buang air besar, perut terasa sesak dan penuh",Konstipasi,6
"mulut terasa asam atau pahit, perut kembung, batuk",GERD,11
"mual muntah, diare, nyeri perut kanan bawah, nyeri tengah perut atau ulu hati yang hilang timbul, demam, sulit sendawa atau bersendawa, sulit kentut",Usus Buntu,1
"meriang, sembelit, nyeri meningkat atau semakin parah saat berjalan, sulit sendawa atau bersendawa",Usus Buntu,1
"berat badan turun drastis, feses berdarah atau berlendir, anus berdarah, nyeri perut",Inflammatory Bowel Disease (IBD),3
"demam, kram perut, diare berair atau lendir, mual muntah",Disentri,0
"rasa panas pada tenggorokan, lemas, gejala terasa memburuk ketika berbaring atau membungkuk, gejala muncul setelah makan, bau mulut, pusing",GERD,11
"mata kuning, berat badan turun, nyeri sendi, lemas, nyeri perut, flu",Hepatitis,8
"mudah lelah, nafsu makan turun, perut kembung atau begah",Inflammatory Bowel Disease (IBD),3
"perut terasa begah setelah makan, mual muntah, sering kentut, nyeri di perut bagian atas",Maag,9
"sakit perut, kejang, pusing",Celiac,10
"demam, kram perut, diare berair atau lendir, mual muntah",Disentri,0
"mudah lelah, demam berkepanjangan, nyeri atau sakit kepala, sembelit, dehidrasi, menggigil, nyeri perut",Tipes,2
"nyeri di perut bagian atas, mual muntah, sering bersendawa atau sendawa, nyeri ulu hati, perut kembung",Maag,9
"mual muntah, gejala maag yang hilang timbul selama beberapa hari,  tidak nafsu makan, sesak napas, muntah darah,  sering sendawa atau bersendawa, gejala hilang timbul selama beberapa minggu, selera makan berubah",Tukak lambung,7
"nyeri sendi, kerusakan gigi, nafsu makan turun, feses berminyak",Celiac,10
"nyeri meningkat atau semakin parah saat berjalan, sembelit, mual muntah, nyeri perut kanan bawah, diare, diare, nyeri meningkat ketika perut kanan bawah ditekan",Usus Buntu,1
"kejang, feses berminyak, pusing, sakit perut, ruam kulit, anemia, perut begah",Celiac,10
"nafsu makan turun, demam, penyakit kuning, kulit kuning",Batu Empedu,4
"sulit buang air besar, tinja berdarah, feses atau tinja keras, feses atau tinja kering, nyeri perut",Konstipasi,6
"rasa panas pada tenggorokan, lemas, gejala terasa memburuk ketika berbaring atau membungkuk, gejala muncul setelah makan, bau mulut",GERD,11
"feses pucat, perut kembung, feses atau tinja berbau busuk, kejang, ruam kulit, feses berminyak, sembelit, diare",Celiac,10
"berat badan turun drastis, nyeri perut, diare disertai darah, anus berdarah, perut kembung atau begah, demam, nafsu makan turun",Inflammatory Bowel Disease (IBD),3
"kulit kuning, mata kuning, nyeri sendi, flu, nyeri perut, demam",Hepatitis,8
"mual muntah, batuk kering, menggigil, lemas, diare, keringat berlebih atau banyak berkeringat, feses atau tinja berwarna hijau",Tipes,2
"lemas, menggigil, sembelit, pusing, diare",Tipes,2
"kram perut, mual muntah, demam",Disentri,0
"nyeri perut, feses berdarah atau berlendir, anus berdarah, demam, diare disertai darah, perut kembung atau begah, nafsu makan turun, berat badan turun drastis",Inflammatory Bowel Disease (IBD),3
"nyeri di bawah tulang dada, kulit kuning, nyeri di tengah perut, kulit gatal, mata kuning, mual muntah, nyeri perut kanan atas, urine gelap",Batu Empedu,4
"nyeri perut, nyeri atau sakit kepala, pusing, mual muntah, demam tinggi, nyeri sendi dan otot",Tipes,2
"dehidrasi, tinja encer, jarang kencing, BAB berkali-kali, feses cair, BAB lebih dari 3 kali dalam sehari, feses berdarah, pusing",Diare,13
"perut kembung, nyeri dada, mulut terasa asam atau pahit, mual muntah, berasa angin di dada, gejala muncul setelah makan, sulit menelan, sakit kepala",GERD,11
"feses cair, jarang kencing, BAB berkali-kali, feses berdarah, tinja encer",Diare,13
"menggigil, batuk kering, sembelit, mudah lelah, dehidrasi",Tipes,2
"penyakit kuning, nafsu makan turun, nyeri di bawah tulang dada, mata kuning",Batu Empedu,4
"diare berair atau lendir, kram perut, demam",Disentri,0
"nyeri perut, feses atau tinja keras, tinja berdarah, sulit buang air besar, perut terasa sesak dan penuh, feses atau tinja kering",Konstipasi,6
"demam, sulit sendawa atau bersendawa, diare, diare, nyeri tengah perut atau ulu hati yang hilang timbul, mual muntah, nyeri meningkat atau semakin parah saat berjalan, sulit kentut",Usus Buntu,1
"menggigil, nyeri perut, batuk kering, nyeri atau sakit kepala, dehidrasi, demam tinggi, demam berkepanjangan, keringat berlebih atau banyak berkeringat",Tipes,2
"diare berair atau lendir, demam, diare berdarah, kram perut",Disentri,0
"nyeri tengah perut atau ulu hati yang hilang timbul, sembelit, sulit sendawa atau bersendawa",Usus Buntu,1
"lemas, gejala memburuk di malam hari, jantung berdebar, kliyengan, pusing, bau mulut, rasa panas pada tenggorokan",GERD,11
"benjolan atau bengkak di sekitar atau dekat anus, anus nyeri, feses berdarah, anus gatal",Ambeien,5
"perut terasa penuh ketika makan, perut kembung, nyeri ulu hati, sering kentut, mual muntah, perut terasa begah setelah makan, sering bersendawa atau sendawa",Maag,9
"demam, nyeri tengah perut atau ulu hati yang hilang timbul, diare",Usus Buntu,1
"meriang, sembelit, nyeri meningkat atau semakin parah saat berjalan, sulit sendawa atau bersendawa, diare",Usus Buntu,1
"feses cair, feses keluar terus-menerus, feses berdarah",Diare,13
"penyakit kuning, nafsu makan turun, nyeri di bawah tulang dada, mata kuning, demam, urine gelap, kulit gatal",Batu Empedu,4
"nyeri ulu hati, nyeri di perut bagian atas, perut terasa begah setelah makan",Maag,9
"perut terasa begah setelah makan, perut kembung, sering bersendawa atau sendawa, nyeri ulu hati",Maag,9
"lemas, diare, pusing, dehidrasi, nyeri sendi dan otot, nyeri perut, demam tinggi, keringat berlebih atau banyak berkeringat",Tipes,2
"mudah lelah, demam, nyeri perut",Hepatitis,8
"nafsu makan turun, urine gelap, feses pucat, flu, mata kuning",Hepatitis,8
"mual muntah, jantung berdebar, berasa angin di dada",GERD,11
"perut kembung atau begah, anus berdarah, demam, nyeri perut, berat badan turun drastis, mudah lelah, nafsu makan turun, diare disertai darah",Inflammatory Bowel Disease (IBD),3
"nyeri tengah perut atau ulu hati yang hilang timbul, sulit sendawa atau bersendawa, meriang, diare, nyeri perut kanan bawah",Usus Buntu,1
"jarang kencing, lemas, feses keluar terus-menerus, dehidrasi, tinja encer, pusing, BAB lebih dari 3 kali dalam sehari, BAB berkali-kali",Diare,13
"feses cair, jarang kencing, BAB berkali-kali, feses berdarah, tinja encer, dehidrasi, sulit menahan buang air besar, feses keluar terus-menerus",Diare,13
"diare berair atau lendir, demam, diare berdarah, kram perut",Disentri,0
"kerusakan gigi, mati rasa pada kaki dan tangan, mual muntah, diare, feses pucat, anemia",Celiac,10
"anus gatal, feses berdarah, anus nyeri, nyeri saat mengejan",Ambeien,5
"mulut terasa asam atau pahit, pusing, gejala memburuk di malam hari, perut kembung",GERD,11
"pusing, mual muntah, nyeri dada, sakit tenggorokan, rasa panas pada tenggorokan",GERD,11
"sering bersendawa atau sendawa, sering kentut, mual muntah, nyeri ulu hati, perut kembung, perut terasa penuh ketika makan, perut terasa begah setelah makan",Maag,9
"benjolan atau bengkak di sekitar atau dekat anus, feses berdarah, anus gatal, nyeri saat mengejan",Ambeien,5
"perut terasa penuh ketika makan, perut kembung, nyeri ulu hati, sering kentut, mual muntah, perut terasa begah setelah makan, sering bersendawa atau sendawa",Maag,9
"sulit menelan, pusing, nyeri ulu hati, batuk, kliyengan",GERD,11
"demam, nyeri tengah perut atau ulu hati yang hilang timbul, diare, nyeri perut kanan bawah, mual muntah",Usus Buntu,1
"lemas, diare, pusing, dehidrasi, nyeri sendi dan otot",Tipes,2
"demam, kram perut, diare berair atau lendir, mual muntah",Disentri,0
"mudah lelah, berat badan turun drastis, perut kembung atau begah, demam",Inflammatory Bowel Disease (IBD),3
"perut begah, feses atau tinja berbau busuk, kejang, mual muntah, mudah lelah, diare",Celiac,10
"berat badan turun, nafsu makan turun, kulit kuning, lemas, nyeri sendi, urine gelap, mata kuning",Hepatitis,8
"mual muntah, diare berdarah, kram perut",Disentri,0
"perut kembung, sering bersendawa atau sendawa, sering kentut, perut terasa begah setelah makan, nyeri ulu hati",Maag,9
"perut kembung, gejala memburuk saat makan, gejala makin parah saat perut kosong atau belum makan, gejala maag yang hilang timbul selama beberapa hari, nyeri ulu hati,  sering sendawa atau bersendawa, lemas, mual muntah",Tukak lambung,7
"perut kembung, diare, feses atau tinja berbau busuk, anemia, nafsu makan turun, kejang, nyeri sendi, mual muntah",Celiac,10
"diare berdarah, kram perut, diare berair atau lendir, mual muntah",Disentri,0
"sulit buang air besar, feses atau tinja keras, nyeri perut, feses atau tinja kering, jarang buang air besar, tinja berdarah",Konstipasi,6
"mual muntah, mudah lelah, berat badan turun, kulit kuning, nafsu makan turun, mata kuning, lemas, feses pucat",Hepatitis,8
"nyeri saat mengejan, anus gatal, anus nyeri",Ambeien,5
"nyeri perut, feses atau tinja keras, tinja berdarah, sulit buang air besar, perut terasa sesak dan penuh, feses atau tinja kering",Konstipasi,6
"nyeri perut, diare, gejala hilang timbul",Irritable Bowel Syndrome (IBS),12
"sembelit, mudah lelah, feses pucat, diare",Celiac,10
"diare berdarah, kram perut, demam, mual muntah",Disentri,0
"demam, berat badan turun drastis, diare disertai darah, nafsu makan turun, anus berdarah, perut kembung atau begah, mudah lelah, feses berdarah atau berlendir",Inflammatory Bowel Disease (IBD),3
"menggigil, batuk kering, sembelit, mudah lelah",Tipes,2
"kram perut, demam, diare berdarah, mual muntah",Disentri,0
"pusing, sembelit, sakit perut, perut begah, nyeri sendi, mudah lelah",Celiac,10
"diare, sulit sendawa atau bersendawa, sulit kentut, nyeri tengah perut atau ulu hati yang hilang timbul, diare",Usus Buntu,1
"meriang, nyeri meningkat ketika perut kanan bawah ditekan, sulit sendawa atau bersendawa",Usus Buntu,1
"nyeri ulu hati, lemas, gejala hilang timbul selama beberapa minggu, mual muntah, selera makan berubah,  sering sendawa atau bersendawa",Tukak lambung,7
